Zipcode	Label	Proportion	Prevelance	COUNTYNAME
32563	American Indian and Alaska Native alone	0	9.327724606359986	Santa Rosa
32563	Asian alone	0.03	9.327724606359986	Santa Rosa
32563	Native Hawaiian and Other Pacific Islander alone	0	9.327724606359986	Santa Rosa
32566	White alone	0.87	8.684629150924637	Santa Rosa
32566	Black or African American alone	0.09	8.684629150924637	Santa Rosa
32566	American Indian and Alaska Native alone	0	8.684629150924637	Santa Rosa
32566	Asian alone	0.03	8.684629150924637	Santa Rosa
32566	Native Hawaiian and Other Pacific Islander alone	0	8.684629150924637	Santa Rosa
32570	White alone	0.89	9.919913212724547	Santa Rosa
32570	Black or African American alone	0.08	9.919913212724547	Santa Rosa
32570	American Indian and Alaska Native alone	0	9.919913212724547	Santa Rosa
32570	Asian alone	0.02	9.919913212724547	Santa Rosa
32570	Native Hawaiian and Other Pacific Islander alone	0.01	9.919913212724547	Santa Rosa
32571	White alone	0.95	9.943693693693694	Santa Rosa
32571	Black or African American alone	0.03	9.943693693693694	Santa Rosa
32571	American Indian and Alaska Native alone	0.01	9.943693693693694	Santa Rosa
32571	Asian alone	0.02	9.943693693693694	Santa Rosa
32571	Native Hawaiian and Other Pacific Islander alone	0	9.943693693693694	Santa Rosa
32578	White alone	0.9	9.200120736492606	Okaloosa
32578	White alone	0.9	9.200120736492606	Walton
32578	White alone	0.9	0.02112888620585572	Okaloosa
32578	White alone	0.9	0.02112888620585572	Walton
32578	Black or African American alone	0.05	9.200120736492606	Okaloosa
32578	Black or African American alone	0.05	9.200120736492606	Walton
32578	Black or African American alone	0.05	0.02112888620585572	Okaloosa
32578	Black or African American alone	0.05	0.02112888620585572	Walton
32578	American Indian and Alaska Native alone	0	9.200120736492606	Okaloosa
32578	American Indian and Alaska Native alone	0	9.200120736492606	Walton
32578	American Indian and Alaska Native alone	0	0.02112888620585572	Okaloosa
32578	American Indian and Alaska Native alone	0	0.02112888620585572	Walton
32578	Asian alone	0.04	9.200120736492606	Okaloosa
32578	Asian alone	0.04	9.200120736492606	Walton
32578	Asian alone	0.04	0.02112888620585572	Okaloosa
32578	Asian alone	0.04	0.02112888620585572	Walton
32578	Native Hawaiian and Other Pacific Islander alone	0	9.200120736492606	Okaloosa
32578	Native Hawaiian and Other Pacific Islander alone	0	9.200120736492606	Walton
32578	Native Hawaiian and Other Pacific Islander alone	0	0.02112888620585572	Okaloosa
32578	Native Hawaiian and Other Pacific Islander alone	0	0.02112888620585572	Walton
32579	White alone	0.86	7.980266976204295	Okaloosa
32579	Black or African American alone	0.09	7.980266976204295	Okaloosa
32579	American Indian and Alaska Native alone	0	7.980266976204295	Okaloosa
32579	Asian alone	0.05	7.980266976204295	Okaloosa
32579	Native Hawaiian and Other Pacific Islander alone	0	7.980266976204295	Okaloosa
32583	White alone	0.85	9.606674612634087	Santa Rosa
32583	Black or African American alone	0.12	9.606674612634087	Santa Rosa
32583	American Indian and Alaska Native alone	0.01	9.606674612634087	Santa Rosa
32583	Asian alone	0.01	9.606674612634087	Santa Rosa
32583	Native Hawaiian and Other Pacific Islander alone	0	9.606674612634087	Santa Rosa
32605	White alone	0.84	5.947722648301769	Alachua
32605	Black or African American alone	0.11	5.947722648301769	Alachua
32605	American Indian and Alaska Native alone	0.01	5.947722648301769	Alachua
32605	Asian alone	0.04	5.947722648301769	Alachua
32605	Native Hawaiian and Other Pacific Islander alone	0	5.947722648301769	Alachua
32606	White alone	0.8	6.074567016466172	Alachua
32606	Black or African American alone	0.1	6.074567016466172	Alachua
32606	American Indian and Alaska Native alone	0	6.074567016466172	Alachua
32606	Asian alone	0.1	6.074567016466172	Alachua
32606	Native Hawaiian and Other Pacific Islander alone	0	6.074567016466172	Alachua
32607	White alone	0.72	8.936254716356656	Alachua
32607	Black or African American alone	0.21	8.936254716356656	Alachua
32607	American Indian and Alaska Native alone	0.01	8.936254716356656	Alachua
32607	Asian alone	0.07	8.936254716356656	Alachua
32607	Native Hawaiian and Other Pacific Islander alone	0	8.936254716356656	Alachua
32608	White alone	0.71	7.01987555125959	Alachua
32608	Black or African American alone	0.15	7.01987555125959	Alachua
32608	American Indian and Alaska Native alone	0.01	7.01987555125959	Alachua
32608	Asian alone	0.13	7.01987555125959	Alachua
32608	Native Hawaiian and Other Pacific Islander alone	0	7.01987555125959	Alachua
32615	White alone	0.77	8.1994866153282	Alachua
32615	Black or African American alone	0.21	8.1994866153282	Alachua
32615	American Indian and Alaska Native alone	0	8.1994866153282	Alachua
32615	Asian alone	0.01	8.1994866153282	Alachua
32615	Native Hawaiian and Other Pacific Islander alone	0	8.1994866153282	Alachua
32626	White alone	0.87	7.538146208153041	Levy
32626	Black or African American alone	0.11	7.538146208153041	Levy
32626	American Indian and Alaska Native alone	0	7.538146208153041	Levy
32626	Asian alone	0.02	7.538146208153041	Levy
32626	Native Hawaiian and Other Pacific Islander alone	0	7.538146208153041	Levy
32641	White alone	0.28	8.068721171201283	Alachua
32641	Black or African American alone	0.72	8.068721171201283	Alachua
32641	American Indian and Alaska Native alone	0	8.068721171201283	Alachua
32641	Asian alone	0	8.068721171201283	Alachua
32641	Native Hawaiian and Other Pacific Islander alone	0	8.068721171201283	Alachua
32643	White alone	0.91	5.743185324875707	Alachua
32643	White alone	0.91	5.743185324875707	Columbia
32643	White alone	0.91	5.743185324875707	Gilchrist
32643	White alone	0.91	0.03428767358134751	Alachua
32643	White alone	0.91	0.03428767358134751	Columbia
32643	White alone	0.91	0.03428767358134751	Gilchrist
32643	White alone	0.91	0.1457226127207269	Alachua
32643	White alone	0.91	0.1457226127207269	Columbia
32643	White alone	0.91	0.1457226127207269	Gilchrist
32643	Black or African American alone	0.08	5.743185324875707	Alachua
32643	Black or African American alone	0.08	5.743185324875707	Columbia
32643	Black or African American alone	0.08	5.743185324875707	Gilchrist
32643	Black or African American alone	0.08	0.03428767358134751	Alachua
32643	Black or African American alone	0.08	0.03428767358134751	Columbia
32643	Black or African American alone	0.08	0.03428767358134751	Gilchrist
32643	Black or African American alone	0.08	0.1457226127207269	Alachua
32643	Black or African American alone	0.08	0.1457226127207269	Columbia
32643	Black or African American alone	0.08	0.1457226127207269	Gilchrist
32643	American Indian and Alaska Native alone	0.01	5.743185324875707	Alachua
32643	American Indian and Alaska Native alone	0.01	5.743185324875707	Columbia
32643	American Indian and Alaska Native alone	0.01	5.743185324875707	Gilchrist
32643	American Indian and Alaska Native alone	0.01	0.03428767358134751	Alachua
32643	American Indian and Alaska Native alone	0.01	0.03428767358134751	Columbia
32643	American Indian and Alaska Native alone	0.01	0.03428767358134751	Gilchrist
32643	American Indian and Alaska Native alone	0.01	0.1457226127207269	Alachua
32643	American Indian and Alaska Native alone	0.01	0.1457226127207269	Columbia
32643	American Indian and Alaska Native alone	0.01	0.1457226127207269	Gilchrist
32643	Asian alone	0.01	5.743185324875707	Alachua
32643	Asian alone	0.01	5.743185324875707	Columbia
32643	Asian alone	0.01	5.743185324875707	Gilchrist
32643	Asian alone	0.01	0.03428767358134751	Alachua
32643	Asian alone	0.01	0.03428767358134751	Columbia
32643	Asian alone	0.01	0.03428767358134751	Gilchrist
32643	Asian alone	0.01	0.1457226127207269	Alachua
32643	Asian alone	0.01	0.1457226127207269	Columbia
32643	Asian alone	0.01	0.1457226127207269	Gilchrist
32643	Native Hawaiian and Other Pacific Islander alone	0	5.743185324875707	Alachua
32643	Native Hawaiian and Other Pacific Islander alone	0	5.743185324875707	Columbia
32643	Native Hawaiian and Other Pacific Islander alone	0	5.743185324875707	Gilchrist
32643	Native Hawaiian and Other Pacific Islander alone	0	0.03428767358134751	Alachua
32643	Native Hawaiian and Other Pacific Islander alone	0	0.03428767358134751	Columbia
32643	Native Hawaiian and Other Pacific Islander alone	0	0.03428767358134751	Gilchrist
32643	Native Hawaiian and Other Pacific Islander alone	0	0.1457226127207269	Alachua
32643	Native Hawaiian and Other Pacific Islander alone	0	0.1457226127207269	Columbia
32643	Native Hawaiian and Other Pacific Islander alone	0	0.1457226127207269	Gilchrist
32653	White alone	0.77	5.103349964362081	Alachua
32653	Black or African American alone	0.17	5.103349964362081	Alachua
32653	American Indian and Alaska Native alone	0	5.103349964362081	Alachua
32653	Asian alone	0.06	5.103349964362081	Alachua
32653	Native Hawaiian and Other Pacific Islander alone	0	5.103349964362081	Alachua
32693	White alone	0.9	8.003703080289513	Gilchrist
32693	White alone	0.9	8.003703080289513	Levy
32693	White alone	0.9	0.14307355664029625	Gilchrist
32693	White alone	0.9	0.14307355664029625	Levy
32693	Black or African American alone	0.1	8.003703080289513	Gilchrist
32693	Black or African American alone	0.1	8.003703080289513	Levy
32693	Black or African American alone	0.1	0.14307355664029625	Gilchrist
32693	Black or African American alone	0.1	0.14307355664029625	Levy
32693	American Indian and Alaska Native alone	0	8.003703080289513	Gilchrist
32693	American Indian and Alaska Native alone	0	8.003703080289513	Levy
32693	American Indian and Alaska Native alone	0	0.14307355664029625	Gilchrist
32693	American Indian and Alaska Native alone	0	0.14307355664029625	Levy
32693	Asian alone	0	8.003703080289513	Gilchrist
32693	Asian alone	0	8.003703080289513	Levy
32693	Asian alone	0	0.14307355664029625	Gilchrist
32693	Asian alone	0	0.14307355664029625	Levy
32693	Native Hawaiian and Other Pacific Islander alone	0	8.003703080289513	Gilchrist
32693	Native Hawaiian and Other Pacific Islander alone	0	8.003703080289513	Levy
32693	Native Hawaiian and Other Pacific Islander alone	0	0.14307355664029625	Gilchrist
32693	Native Hawaiian and Other Pacific Islander alone	0	0.14307355664029625	Levy
32696	White alone	0.83	8.290447089096173	Levy
32696	White alone	0.83	8.290447089096173	Marion
32696	White alone	0.83	0.04020585397233837	Levy
32696	White alone	0.83	0.04020585397233837	Marion
32696	Black or African American alone	0.16	8.290447089096173	Levy
32696	Black or African American alone	0.16	8.290447089096173	Marion
32696	Black or African American alone	0.16	0.04020585397233837	Levy
32696	Black or African American alone	0.16	0.04020585397233837	Marion
32696	American Indian and Alaska Native alone	0	8.290447089096173	Levy
32696	American Indian and Alaska Native alone	0	8.290447089096173	Marion
32696	American Indian and Alaska Native alone	0	0.04020585397233837	Levy
32696	American Indian and Alaska Native alone	0	0.04020585397233837	Marion
32696	Asian alone	0.01	8.290447089096173	Levy
32696	Asian alone	0.01	8.290447089096173	Marion
32696	Asian alone	0.01	0.04020585397233837	Levy
32696	Asian alone	0.01	0.04020585397233837	Marion
32696	Native Hawaiian and Other Pacific Islander alone	0	8.290447089096173	Levy
32696	Native Hawaiian and Other Pacific Islander alone	0	8.290447089096173	Marion
32696	Native Hawaiian and Other Pacific Islander alone	0	0.04020585397233837	Levy
32696	Native Hawaiian and Other Pacific Islander alone	0	0.04020585397233837	Marion
32701	White alone	0.75	6.582388840453357	Seminole
32701	Black or African American alone	0.21	6.582388840453357	Seminole
32701	American Indian and Alaska Native alone	0	6.582388840453357	Seminole
32701	Asian alone	0.03	6.582388840453357	Seminole
32701	Native Hawaiian and Other Pacific Islander alone	0	6.582388840453357	Seminole
32703	White alone	0.68	6.839276082063874	Orange
32703	White alone	0.68	6.839276082063874	Seminole
32703	White alone	0.68	0.2120417387422577	Orange
32703	White alone	0.68	0.2120417387422577	Seminole
32703	Black or African American alone	0.29	6.839276082063874	Orange
32703	Black or African American alone	0.29	6.839276082063874	Seminole
32703	Black or African American alone	0.29	0.2120417387422577	Orange
32703	Black or African American alone	0.29	0.2120417387422577	Seminole
32703	American Indian and Alaska Native alone	0	6.839276082063874	Orange
32703	American Indian and Alaska Native alone	0	6.839276082063874	Seminole
32703	American Indian and Alaska Native alone	0	0.2120417387422577	Orange
32703	American Indian and Alaska Native alone	0	0.2120417387422577	Seminole
32703	Asian alone	0.03	6.839276082063874	Orange
32703	Asian alone	0.03	6.839276082063874	Seminole
32703	Asian alone	0.03	0.2120417387422577	Orange
32703	Asian alone	0.03	0.2120417387422577	Seminole
32703	Native Hawaiian and Other Pacific Islander alone	0	6.839276082063874	Orange
32703	Native Hawaiian and Other Pacific Islander alone	0	6.839276082063874	Seminole
32703	Native Hawaiian and Other Pacific Islander alone	0	0.2120417387422577	Orange
32703	Native Hawaiian and Other Pacific Islander alone	0	0.2120417387422577	Seminole
32707	White alone	0.87	6.154956154956155	Seminole
32707	Black or African American alone	0.1	6.154956154956155	Seminole
32707	American Indian and Alaska Native alone	0.01	6.154956154956155	Seminole
32707	Asian alone	0.03	6.154956154956155	Seminole
32707	Native Hawaiian and Other Pacific Islander alone	0	6.154956154956155	Seminole
32708	White alone	0.88	6.045495664452927	Seminole
32708	Black or African American alone	0.06	6.045495664452927	Seminole
32708	American Indian and Alaska Native alone	0	6.045495664452927	Seminole
32708	Asian alone	0.06	6.045495664452927	Seminole
32708	Native Hawaiian and Other Pacific Islander alone	0	6.045495664452927	Seminole
32712	White alone	0.8	6.463001806816057	Orange
32712	Black or African American alone	0.17	6.463001806816057	Orange
32712	American Indian and Alaska Native alone	0	6.463001806816057	Orange
32712	Asian alone	0.03	6.463001806816057	Orange
32712	Native Hawaiian and Other Pacific Islander alone	0	6.463001806816057	Orange
32713	White alone	0.92	5.6289488799540495	Volusia
32713	Black or African American alone	0.06	5.6289488799540495	Volusia
32713	American Indian and Alaska Native alone	0	5.6289488799540495	Volusia
32713	Asian alone	0.02	5.6289488799540495	Volusia
32713	Native Hawaiian and Other Pacific Islander alone	0	5.6289488799540495	Volusia
32714	White alone	0.8	6.737579315973777	Seminole
32714	Black or African American alone	0.16	6.737579315973777	Seminole
32714	American Indian and Alaska Native alone	0	6.737579315973777	Seminole
32714	Asian alone	0.03	6.737579315973777	Seminole
32714	Native Hawaiian and Other Pacific Islander alone	0	6.737579315973777	Seminole
32720	White alone	0.85	0.012337682366367477	Lake
32720	White alone	0.85	0.012337682366367477	Volusia
32720	White alone	0.85	6.085561827210759	Lake
32720	White alone	0.85	6.085561827210759	Volusia
32720	Black or African American alone	0.14	0.012337682366367477	Lake
32720	Black or African American alone	0.14	0.012337682366367477	Volusia
32720	Black or African American alone	0.14	6.085561827210759	Lake
32720	Black or African American alone	0.14	6.085561827210759	Volusia
32720	American Indian and Alaska Native alone	0	0.012337682366367477	Lake
32720	American Indian and Alaska Native alone	0	0.012337682366367477	Volusia
32720	American Indian and Alaska Native alone	0	6.085561827210759	Lake
32720	American Indian and Alaska Native alone	0	6.085561827210759	Volusia
32720	Asian alone	0.01	0.012337682366367477	Lake
32720	Asian alone	0.01	0.012337682366367477	Volusia
32720	Asian alone	0.01	6.085561827210759	Lake
32720	Asian alone	0.01	6.085561827210759	Volusia
32720	Native Hawaiian and Other Pacific Islander alone	0	0.012337682366367477	Lake
32720	Native Hawaiian and Other Pacific Islander alone	0	0.012337682366367477	Volusia
32720	Native Hawaiian and Other Pacific Islander alone	0	6.085561827210759	Lake
32720	Native Hawaiian and Other Pacific Islander alone	0	6.085561827210759	Volusia
32724	White alone	0.9	6.439219718081221	Volusia
32724	Black or African American alone	0.09	6.439219718081221	Volusia
32724	American Indian and Alaska Native alone	0	6.439219718081221	Volusia
32724	Asian alone	0.01	6.439219718081221	Volusia
32724	Native Hawaiian and Other Pacific Islander alone	0	6.439219718081221	Volusia
32725	White alone	0.85	6.1454640145824575	Volusia
32725	Black or African American alone	0.13	6.1454640145824575	Volusia
32725	American Indian and Alaska Native alone	0	6.1454640145824575	Volusia
32725	Asian alone	0.02	6.1454640145824575	Volusia
32725	Native Hawaiian and Other Pacific Islander alone	0	6.1454640145824575	Volusia
32726	White alone	0.77	6.977985323549032	Lake
32726	Black or African American alone	0.22	6.977985323549032	Lake
32726	American Indian and Alaska Native alone	0	6.977985323549032	Lake
32726	Asian alone	0	6.977985323549032	Lake
32726	Native Hawaiian and Other Pacific Islander alone	0	6.977985323549032	Lake
32738	White alone	0.84	6.005130341365022	Volusia
32738	Black or African American alone	0.15	6.005130341365022	Volusia
32738	American Indian and Alaska Native alone	0	6.005130341365022	Volusia
32738	Asian alone	0.01	6.005130341365022	Volusia
32738	Native Hawaiian and Other Pacific Islander alone	0	6.005130341365022	Volusia
32746	White alone	0.82	5.614004066837592	Seminole
32746	Black or African American alone	0.09	5.614004066837592	Seminole
32746	American Indian and Alaska Native alone	0	5.614004066837592	Seminole
32746	Asian alone	0.08	5.614004066837592	Seminole
32746	Native Hawaiian and Other Pacific Islander alone	0	5.614004066837592	Seminole
32750	White alone	0.89	5.7382617382617385	Seminole
32750	Black or African American alone	0.08	5.7382617382617385	Seminole
32750	American Indian and Alaska Native alone	0	5.7382617382617385	Seminole
32750	Asian alone	0.03	5.7382617382617385	Seminole
32750	Native Hawaiian and Other Pacific Islander alone	0	5.7382617382617385	Seminole
32751	White alone	0.78	7.2226425170219395	Orange
32751	White alone	0.78	7.2226425170219395	Seminole
32751	White alone	0.78	0.34266387788705444	Orange
32751	White alone	0.78	0.34266387788705444	Seminole
32751	Black or African American alone	0.18	7.2226425170219395	Orange
32751	Black or African American alone	0.18	7.2226425170219395	Seminole
32751	Black or African American alone	0.18	0.34266387788705444	Orange
32751	Black or African American alone	0.18	0.34266387788705444	Seminole
32751	American Indian and Alaska Native alone	0	7.2226425170219395	Orange
32751	American Indian and Alaska Native alone	0	7.2226425170219395	Seminole
32751	American Indian and Alaska Native alone	0	0.34266387788705444	Orange
32751	American Indian and Alaska Native alone	0	0.34266387788705444	Seminole
32751	Asian alone	0.03	7.2226425170219395	Orange
32751	Asian alone	0.03	7.2226425170219395	Seminole
32751	Asian alone	0.03	0.34266387788705444	Orange
32751	Asian alone	0.03	0.34266387788705444	Seminole
32751	Native Hawaiian and Other Pacific Islander alone	0	7.2226425170219395	Orange
32751	Native Hawaiian and Other Pacific Islander alone	0	7.2226425170219395	Seminole
32751	Native Hawaiian and Other Pacific Islander alone	0	0.34266387788705444	Orange
32751	Native Hawaiian and Other Pacific Islander alone	0	0.34266387788705444	Seminole
32754	White alone	0.93	3.741806263656227	Brevard
32754	White alone	0.93	3.741806263656227	Volusia
32754	White alone	0.93	0.03641660597232338	Brevard
32754	White alone	0.93	0.03641660597232338	Volusia
32754	Black or African American alone	0.06	3.741806263656227	Brevard
32754	Black or African American alone	0.06	3.741806263656227	Volusia
32754	Black or African American alone	0.06	0.03641660597232338	Brevard
32754	Black or African American alone	0.06	0.03641660597232338	Volusia
32754	American Indian and Alaska Native alone	0	3.741806263656227	Brevard
32754	American Indian and Alaska Native alone	0	3.741806263656227	Volusia
32754	American Indian and Alaska Native alone	0	0.03641660597232338	Brevard
32754	American Indian and Alaska Native alone	0	0.03641660597232338	Volusia
32754	Asian alone	0.01	3.741806263656227	Brevard
32754	Asian alone	0.01	3.741806263656227	Volusia
32754	Asian alone	0.01	0.03641660597232338	Brevard
32754	Asian alone	0.01	0.03641660597232338	Volusia
32754	Native Hawaiian and Other Pacific Islander alone	0	3.741806263656227	Brevard
32754	Native Hawaiian and Other Pacific Islander alone	0	3.741806263656227	Volusia
32754	Native Hawaiian and Other Pacific Islander alone	0	0.03641660597232338	Brevard
32754	Native Hawaiian and Other Pacific Islander alone	0	0.03641660597232338	Volusia
32757	White alone	0.83	6.498749553411932	Lake
32757	White alone	0.83	6.498749553411932	Orange
32757	White alone	0.83	0.050017863522686674	Lake
32757	White alone	0.83	0.050017863522686674	Orange
32757	Black or African American alone	0.16	6.498749553411932	Lake
32757	Black or African American alone	0.16	6.498749553411932	Orange
32757	Black or African American alone	0.16	0.050017863522686674	Lake
32757	Black or African American alone	0.16	0.050017863522686674	Orange
32757	American Indian and Alaska Native alone	0	6.498749553411932	Lake
32757	American Indian and Alaska Native alone	0	6.498749553411932	Orange
32757	American Indian and Alaska Native alone	0	0.050017863522686674	Lake
32757	American Indian and Alaska Native alone	0	0.050017863522686674	Orange
32757	Asian alone	0.01	6.498749553411932	Lake
32757	Asian alone	0.01	6.498749553411932	Orange
32757	Asian alone	0.01	0.050017863522686674	Lake
32757	Asian alone	0.01	0.050017863522686674	Orange
32757	Native Hawaiian and Other Pacific Islander alone	0	6.498749553411932	Lake
32757	Native Hawaiian and Other Pacific Islander alone	0	6.498749553411932	Orange
32757	Native Hawaiian and Other Pacific Islander alone	0	0.050017863522686674	Lake
32757	Native Hawaiian and Other Pacific Islander alone	0	0.050017863522686674	Orange
32763	White alone	0.91	6.448425484383727	Volusia
32763	Black or African American alone	0.07	6.448425484383727	Volusia
32763	American Indian and Alaska Native alone	0.01	6.448425484383727	Volusia
32763	Asian alone	0.02	6.448425484383727	Volusia
32763	Native Hawaiian and Other Pacific Islander alone	0	6.448425484383727	Volusia
32765	White alone	0.84	5.920520321155163	Seminole
32765	Black or African American alone	0.09	5.920520321155163	Seminole
32765	American Indian and Alaska Native alone	0	5.920520321155163	Seminole
32765	Asian alone	0.07	5.920520321155163	Seminole
32765	Native Hawaiian and Other Pacific Islander alone	0	5.920520321155163	Seminole
32771	White alone	0.65	6.440834607045106	Seminole
32771	Black or African American alone	0.3	6.440834607045106	Seminole
32771	American Indian and Alaska Native alone	0	6.440834607045106	Seminole
32771	Asian alone	0.05	6.440834607045106	Seminole
32771	Native Hawaiian and Other Pacific Islander alone	0	6.440834607045106	Seminole
32773	White alone	0.69	7.122497998398719	Seminole
32773	Black or African American alone	0.25	7.122497998398719	Seminole
32773	American Indian and Alaska Native alone	0	7.122497998398719	Seminole
32773	Asian alone	0.06	7.122497998398719	Seminole
32773	Native Hawaiian and Other Pacific Islander alone	0	7.122497998398719	Seminole
32778	White alone	0.85	7.989667765208871	Lake
32778	Black or African American alone	0.13	7.989667765208871	Lake
32778	American Indian and Alaska Native alone	0	7.989667765208871	Lake
32778	Asian alone	0.02	7.989667765208871	Lake
32778	Native Hawaiian and Other Pacific Islander alone	0	7.989667765208871	Lake
32779	White alone	0.92	5.99601391750836	Seminole
32779	Black or African American alone	0.04	5.99601391750836	Seminole
32779	American Indian and Alaska Native alone	0	5.99601391750836	Seminole
32779	Asian alone	0.04	5.99601391750836	Seminole
32779	Native Hawaiian and Other Pacific Islander alone	0	5.99601391750836	Seminole
32780	White alone	0.82	4.668291062133126	Brevard
32780	Black or African American alone	0.15	4.668291062133126	Brevard
32780	American Indian and Alaska Native alone	0	4.668291062133126	Brevard
32780	Asian alone	0.03	4.668291062133126	Brevard
32780	Native Hawaiian and Other Pacific Islander alone	0	4.668291062133126	Brevard
32789	White alone	0.9	6.842125136880263	Orange
32789	Black or African American alone	0.07	6.842125136880263	Orange
32789	American Indian and Alaska Native alone	0	6.842125136880263	Orange
32789	Asian alone	0.04	6.842125136880263	Orange
32789	Native Hawaiian and Other Pacific Islander alone	0	6.842125136880263	Orange
32792	White alone	0.83	5.166573104396136	Orange
32792	White alone	0.83	5.166573104396136	Seminole
32792	White alone	0.83	0.5013647186356684	Orange
32792	White alone	0.83	0.5013647186356684	Seminole
32792	Black or African American alone	0.11	5.166573104396136	Orange
32792	Black or African American alone	0.11	5.166573104396136	Seminole
32792	Black or African American alone	0.11	0.5013647186356684	Orange
32792	Black or African American alone	0.11	0.5013647186356684	Seminole
32792	American Indian and Alaska Native alone	0.01	5.166573104396136	Orange
32792	American Indian and Alaska Native alone	0.01	5.166573104396136	Seminole
32792	American Indian and Alaska Native alone	0.01	0.5013647186356684	Orange
32792	American Indian and Alaska Native alone	0.01	0.5013647186356684	Seminole
32792	Asian alone	0.05	5.166573104396136	Orange
32792	Asian alone	0.05	5.166573104396136	Seminole
32792	Asian alone	0.05	0.5013647186356684	Orange
32792	Asian alone	0.05	0.5013647186356684	Seminole
32792	Native Hawaiian and Other Pacific Islander alone	0	5.166573104396136	Orange
32792	Native Hawaiian and Other Pacific Islander alone	0	5.166573104396136	Seminole
32792	Native Hawaiian and Other Pacific Islander alone	0	0.5013647186356684	Orange
32792	Native Hawaiian and Other Pacific Islander alone	0	0.5013647186356684	Seminole
32796	White alone	0.86	4.017662186423408	Brevard
32796	Black or African American alone	0.11	4.017662186423408	Brevard
32796	American Indian and Alaska Native alone	0.01	4.017662186423408	Brevard
32796	Asian alone	0.02	4.017662186423408	Brevard
32796	Native Hawaiian and Other Pacific Islander alone	0	4.017662186423408	Brevard
32801	White alone	0.85	13.869149718206323	Orange
32801	Black or African American alone	0.08	13.869149718206323	Orange
32801	American Indian and Alaska Native alone	0	13.869149718206323	Orange
32801	Asian alone	0.07	13.869149718206323	Orange
32801	Native Hawaiian and Other Pacific Islander alone	0	13.869149718206323	Orange
32803	White alone	0.9	9.435179670438753	Orange
32803	Black or African American alone	0.05	9.435179670438753	Orange
32803	American Indian and Alaska Native alone	0	9.435179670438753	Orange
32803	Asian alone	0.05	9.435179670438753	Orange
32803	Native Hawaiian and Other Pacific Islander alone	0	9.435179670438753	Orange
32804	White alone	0.9	9.116129390223602	Orange
32804	Black or African American alone	0.06	9.116129390223602	Orange
32804	American Indian and Alaska Native alone	0	9.116129390223602	Orange
32804	Asian alone	0.03	9.116129390223602	Orange
32804	Native Hawaiian and Other Pacific Islander alone	0	9.116129390223602	Orange
32805	White alone	0.2	8.969748254707003	Orange
32805	Black or African American alone	0.79	8.969748254707003	Orange
32805	American Indian and Alaska Native alone	0	8.969748254707003	Orange
32805	Asian alone	0	8.969748254707003	Orange
32805	Native Hawaiian and Other Pacific Islander alone	0	8.969748254707003	Orange
32806	White alone	0.91	6.966487111818083	Orange
32806	Black or African American alone	0.07	6.966487111818083	Orange
32806	American Indian and Alaska Native alone	0	6.966487111818083	Orange
32806	Asian alone	0.02	6.966487111818083	Orange
32806	Native Hawaiian and Other Pacific Islander alone	0	6.966487111818083	Orange
32807	White alone	0.83	8.575786353564132	Orange
32807	Black or African American alone	0.13	8.575786353564132	Orange
32807	American Indian and Alaska Native alone	0	8.575786353564132	Orange
32807	Asian alone	0.04	8.575786353564132	Orange
32807	Native Hawaiian and Other Pacific Islander alone	0	8.575786353564132	Orange
32808	White alone	0.2	5.741174883203184	Orange
32808	Black or African American alone	0.78	5.741174883203184	Orange
32808	American Indian and Alaska Native alone	0	5.741174883203184	Orange
32808	Asian alone	0.02	5.741174883203184	Orange
32808	Native Hawaiian and Other Pacific Islander alone	0	5.741174883203184	Orange
32809	White alone	0.77	8.413816807011514	Orange
32809	Black or African American alone	0.19	8.413816807011514	Orange
32809	American Indian and Alaska Native alone	0.01	8.413816807011514	Orange
32809	Asian alone	0.03	8.413816807011514	Orange
32809	Native Hawaiian and Other Pacific Islander alone	0	8.413816807011514	Orange
32810	White alone	0.57	6.003539262037453	Orange
32810	Black or African American alone	0.38	6.003539262037453	Orange
32810	American Indian and Alaska Native alone	0.01	6.003539262037453	Orange
32810	Asian alone	0.04	6.003539262037453	Orange
32810	Native Hawaiian and Other Pacific Islander alone	0	6.003539262037453	Orange
32811	White alone	0.38	8.424872737900966	Orange
32811	Black or African American alone	0.6	8.424872737900966	Orange
32811	American Indian and Alaska Native alone	0	8.424872737900966	Orange
32811	Asian alone	0.02	8.424872737900966	Orange
32811	Native Hawaiian and Other Pacific Islander alone	0	8.424872737900966	Orange
32812	White alone	0.87	7.220750244038489	Orange
32812	Black or African American alone	0.09	7.220750244038489	Orange
32812	American Indian and Alaska Native alone	0	7.220750244038489	Orange
32812	Asian alone	0.04	7.220750244038489	Orange
32812	Native Hawaiian and Other Pacific Islander alone	0	7.220750244038489	Orange
32817	White alone	0.8	7.1130760836108236	Orange
32817	Black or African American alone	0.1	7.1130760836108236	Orange
32817	American Indian and Alaska Native alone	0	7.1130760836108236	Orange
32817	Asian alone	0.1	7.1130760836108236	Orange
32817	Native Hawaiian and Other Pacific Islander alone	0	7.1130760836108236	Orange
32818	White alone	0.22	5.261349187257294	Orange
32818	Black or African American alone	0.73	5.261349187257294	Orange
32818	American Indian and Alaska Native alone	0.01	5.261349187257294	Orange
32818	Asian alone	0.04	5.261349187257294	Orange
32818	Native Hawaiian and Other Pacific Islander alone	0	5.261349187257294	Orange
